transaction_id,product_id,product_name,category,quantity,unit_price,discount_amount,subtotal
TXN-906a846c,192,Designer Women Line,Clothing,2,108.51,21.7,195.32
TXN-906a846c,129,Anderson and Sons Haircare Kit,Beauty,5,22.52,11.26,101.34
TXN-906a846c,169,The Various Picture,Books,4,39.4,0.0,157.6
TXN-906a846c,89,Optional client-server data-warehouse,Books,3,15.45,0.0,46.35
TXN-906a846c,196,Hopkins-Cook Tools Essentials,Beauty,3,35.27,0.0,105.81
TXN-906a846c,180,Forbes-Moyer Fragrances Kit,Beauty,1,50.66,0.0,50.66
TXN-906a846c,53,Modern Decor Set,Home & Garden,4,982.21,589.33,3339.51
TXN-dfaec8f6,156,Fitness Champion,Sports,5,186.84,93.42,840.78
TXN-dfaec8f6,125,Advanced analyzing flexibility,Books,1,20.84,3.13,17.71
TXN-dfaec8f6,149,Tablets X,Electronics,5,1248.96,624.48,5620.32
TXN-dfaec8f6,70,Monitored fresh-thinking superstructure,Books,2,18.11,5.43,30.79
TXN-dfaec8f6,104,Modern Decor Piece,Home & Garden,2,891.5,0.0,1783.0
TXN-dfaec8f6,108,Luxury Skincare,Beauty,4,172.03,0.0,688.12
TXN-dfaec8f6,141,Monitored maximized Local Area Network,Books,5,37.33,0.0,186.65
TXN-dfaec8f6,181,Mayer and Sons Tools Essentials,Beauty,2,52.88,10.58,95.18
TXN-d7f29571,96,Miller Group Pantry Mix,Food & Beverage,3,38.48,0.0,115.44
TXN-d7f29571,121,Premium Laptops Pro,Electronics,5,899.57,449.79,4048.06
TXN-d7f29571,124,The Ahead Save,Books,5,19.54,19.54,78.16
TXN-d7f29571,152,Luxury Haircare,Beauty,5,57.43,28.71,258.44
TXN-d7f29571,139,Designer Accessrories Style,Clothing,1,142.85,7.14,135.71
TXN-d7f29571,192,Designer Women Line,Clothing,4,108.51,0.0,434.04
TXN-d7f29571,70,Monitored fresh-thinking superstructure,Books,4,18.11,0.0,72.44
TXN-d7f29571,39,Riddle Ltd Tablets,Electronics,3,1038.89,467.5,2649.17
TXN-d7f29571,55,DarkOrchid Kids Dress,Clothing,1,45.81,0.0,45.81
TXN-f2b6d03f,126,"Vasquez, Pope and Cook Snacks Mix",Food & Beverage,5,62.66,46.99,266.31
TXN-f2b6d03f,97,Reyes Ltd Organic Mix,Food & Beverage,3,13.51,0.0,40.53
TXN-7f2f73a2,86,Cameras Max,Electronics,4,183.42,110.05,623.63
TXN-7f2f73a2,85,LightCoral Kitchen,Home & Garden,4,942.42,565.45,3204.23
TXN-7f2f73a2,181,Mayer and Sons Tools Essentials,Beauty,2,52.88,21.15,84.61
TXN-8e10f3bc,62,Khaki Lighting,Home & Garden,1,566.15,0.0,566.15
TXN-8e10f3bc,187,Fitness Champion,Sports,2,100.54,0.0,201.08
TXN-8e10f3bc,199,Luxury Skincare,Beauty,2,56.5,0.0,113.0
TXN-8e10f3bc,158,Modern Decor Piece,Home & Garden,3,1319.38,0.0,3958.14
TXN-8e10f3bc,137,Johnson Group Laptops,Electronics,5,1642.57,410.64,7802.21
TXN-8e10f3bc,147,CornflowerBlue Accessrories Shirt,Clothing,5,212.24,53.06,1008.14
TXN-8e10f3bc,42,Organic Beverages,Food & Beverage,3,68.26,0.0,204.78
TXN-8e10f3bc,178,MediumAquaMarine Lighting,Home & Garden,2,1401.88,0.0,2803.76
TXN-3a9134d4,94,Black Kitchen,Home & Garden,3,1126.27,0.0,3378.81
TXN-3a9134d4,62,Khaki Lighting,Home & Garden,3,566.15,84.92,1613.53
TXN-3a9134d4,37,"Simmons, Murray and Salinas Organic Mix",Food & Beverage,4,45.33,27.2,154.12
TXN-3a9134d4,153,Hill-Holden Fragrances Collection,Beauty,4,50.77,10.15,192.93
TXN-3a9134d4,32,Modern Kitchen Piece,Home & Garden,3,1350.49,0.0,4051.47
TXN-3a9134d4,28,Organic Pantry,Food & Beverage,4,3.76,2.26,12.78
TXN-87af9acb,85,LightCoral Kitchen,Home & Garden,1,942.42,141.36,801.06
TXN-87af9acb,71,The Writer Voice,Books,4,34.14,0.0,136.56
TXN-87af9acb,155,Organic Beverages,Food & Beverage,4,72.05,28.82,259.38
TXN-87af9acb,100,LavenderBlush Furniture,Home & Garden,2,1041.62,208.32,1874.92
TXN-87af9acb,42,Organic Beverages,Food & Beverage,3,68.26,0.0,204.78
TXN-e30e7710,126,"Vasquez, Pope and Cook Snacks Mix",Food & Beverage,4,62.66,25.06,225.58
TXN-e30e7710,40,Outdoor Champion,Sports,4,311.6,0.0,1246.4
TXN-e30e7710,31,Premium Smartphones Pro,Electronics,4,1892.85,0.0,7571.4
TXN-e30e7710,11,Pro Apparel Kit,Sports,4,41.13,0.0,164.52
TXN-e30e7710,118,Smartphones Plus,Electronics,3,1019.9,305.97,2753.73
TXN-3c3d8f30,79,White Accessrories Dress,Clothing,1,280.81,42.12,238.69
TXN-6ca880f0,49,LavenderBlush Kitchen,Home & Garden,1,1135.14,0.0,1135.14
TXN-6ca880f0,193,Outdoor Champion,Sports,5,261.49,196.12,1111.33
TXN-6ca880f0,50,Modern Outdoor Piece,Home & Garden,4,1091.79,0.0,4367.16
TXN-3e5fb613,114,Luxury Skincare,Beauty,3,27.43,4.11,78.18
TXN-3e5fb613,82,PowderBlue Decor,Home & Garden,5,1471.55,0.0,7357.75
TXN-3e5fb613,116,Equipment Champion,Sports,5,307.47,0.0,1537.35
TXN-3e5fb613,185,Designer Shoes Collection,Clothing,4,148.39,0.0,593.56
TXN-3e5fb613,14,Pro Fitness Kit,Sports,3,64.82,9.72,184.74
TXN-3e5fb613,25,Torres and Sons Beverages Mix,Food & Beverage,1,42.17,4.22,37.95
TXN-9ad4caa5,143,Premium Tablets Pro,Electronics,2,1587.61,0.0,3175.22
TXN-9ad4caa5,95,Team Sports Champion,Sports,1,375.81,56.37,319.44
TXN-9ad4caa5,92,Luxury Fragrances,Beauty,2,168.24,16.82,319.66
TXN-9ad4caa5,98,Modern Outdoor Set,Home & Garden,5,192.68,48.17,915.23
TXN-9ad4caa5,55,DarkOrchid Kids Dress,Clothing,5,45.81,0.0,229.05
TXN-54ae496d,196,Hopkins-Cook Tools Essentials,Beauty,5,35.27,0.0,176.35
TXN-54ae496d,146,Gibbs-Howard Snacks Mix,Food & Beverage,4,86.98,0.0,347.92
TXN-54ae496d,143,Premium Tablets Pro,Electronics,1,1587.61,0.0,1587.61
TXN-54ae496d,129,Anderson and Sons Haircare Kit,Beauty,1,22.52,1.13,21.39
TXN-208e732b,29,The Minute Visit,Books,3,37.29,16.78,95.09
TXN-208e732b,56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,3,85.48,38.47,217.97
TXN-29f628f0,141,Monitored maximized Local Area Network,Books,2,37.33,11.2,63.46
TXN-29f628f0,176,Apparel Champion,Sports,2,194.64,77.86,311.42
TXN-29f628f0,84,Turner-Reese Gourmet Mix,Food & Beverage,3,12.67,3.8,34.21
TXN-29f628f0,186,Tablets Plus,Electronics,2,1592.0,0.0,3184.0
TXN-29f628f0,196,Hopkins-Cook Tools Essentials,Beauty,2,35.27,14.11,56.43
TXN-af291ab0,78,Polarized uniform solution,Books,5,36.94,18.47,166.23
TXN-af291ab0,104,Modern Decor Piece,Home & Garden,3,891.5,133.72,2540.78
TXN-af291ab0,41,Outdoor Champion,Sports,5,260.48,0.0,1302.4
TXN-af291ab0,87,Premium Accessories Pro,Electronics,5,374.41,0.0,1872.05
TXN-af291ab0,167,"Smith, Hood and Charles Smartphones",Electronics,1,598.64,0.0,598.64
TXN-af291ab0,185,Designer Shoes Collection,Clothing,4,148.39,89.03,504.53
TXN-fe9a7903,105,Equipment Champion,Sports,1,391.23,0.0,391.23
TXN-fe9a7903,82,PowderBlue Decor,Home & Garden,3,1471.55,662.2,3752.45
TXN-fe9a7903,28,Organic Pantry,Food & Beverage,1,3.76,0.19,3.57
TXN-fe9a7903,81,PaleGreen Lighting,Home & Garden,4,878.29,526.97,2986.19
TXN-fe9a7903,101,Modern Decor Set,Home & Garden,5,1452.95,0.0,7264.75
TXN-fe9a7903,149,Tablets X,Electronics,2,1248.96,499.58,1998.34
TXN-fe9a7903,197,Organic Snacks,Food & Beverage,5,97.91,73.43,416.12
TXN-fe9a7903,92,Luxury Fragrances,Beauty,5,168.24,0.0,841.2
TXN-fe9a7903,110,Accessories Plus,Electronics,2,238.3,23.83,452.77
TXN-fe9a7903,41,Outdoor Champion,Sports,5,260.48,260.48,1041.92
TXN-4c1561e4,5,Modern Lighting Piece,Home & Garden,2,1330.47,0.0,2660.94
TXN-4c1561e4,71,The Writer Voice,Books,3,34.14,15.36,87.06
TXN-4c1561e4,22,Moody-Taylor Beverages Mix,Food & Beverage,2,19.13,0.0,38.26
TXN-4c1561e4,177,Designer Women Line,Clothing,5,94.52,0.0,472.6
TXN-4c1561e4,125,Advanced analyzing flexibility,Books,1,20.84,0.0,20.84
TXN-73b6ec34,12,The Among Visit,Books,3,39.59,11.88,106.89
TXN-73b6ec34,62,Khaki Lighting,Home & Garden,5,566.15,0.0,2830.75
TXN-73b6ec34,193,Outdoor Champion,Sports,5,261.49,196.12,1111.33
TXN-95351480,199,Luxury Skincare,Beauty,5,56.5,42.38,240.12
TXN-95351480,154,Fitness Champion,Sports,5,407.15,0.0,2035.75
TXN-95351480,176,Apparel Champion,Sports,5,194.64,0.0,973.2
TXN-8b95369a,191,Bell PLC Tools Essentials,Beauty,3,175.9,79.16,448.54
TXN-8b95369a,39,Riddle Ltd Tablets,Electronics,2,1038.89,415.56,1662.22
TXN-8b95369a,195,SeaShell Women Jacket,Clothing,5,233.26,58.31,1107.99
TXN-8b95369a,199,Luxury Skincare,Beauty,5,56.5,42.38,240.12
TXN-8b95369a,100,LavenderBlush Furniture,Home & Garden,1,1041.62,52.08,989.54
TXN-8b95369a,78,Polarized uniform solution,Books,5,36.94,0.0,184.7
TXN-8b95369a,76,Premium Accessories Pro,Electronics,3,1736.58,260.49,4949.25
TXN-8b95369a,181,Mayer and Sons Tools Essentials,Beauty,2,52.88,21.15,84.61
TXN-8b95369a,105,Equipment Champion,Sports,4,391.23,0.0,1564.92
TXN-8b95369a,183,"Garza, Black and Huerta Snacks Mix",Food & Beverage,4,66.27,0.0,265.08
TXN-16c99aa5,41,Outdoor Champion,Sports,4,260.48,0.0,1041.92
TXN-16c99aa5,44,Organic Snacks,Food & Beverage,3,78.51,23.55,211.98
TXN-16c99aa5,167,"Smith, Hood and Charles Smartphones",Electronics,2,598.64,0.0,1197.28
TXN-16c99aa5,79,White Accessrories Dress,Clothing,3,280.81,126.36,716.07
TXN-16c99aa5,192,Designer Women Line,Clothing,3,108.51,16.28,309.25
TXN-16c99aa5,55,DarkOrchid Kids Dress,Clothing,2,45.81,18.32,73.3
TXN-16c99aa5,62,Khaki Lighting,Home & Garden,3,566.15,169.84,1528.61
TXN-16c99aa5,97,Reyes Ltd Organic Mix,Food & Beverage,5,13.51,0.0,67.55
TXN-9c1b3ffc,142,Crimson Furniture,Home & Garden,2,1431.04,0.0,2862.08
TXN-9c1b3ffc,64,Organic Pantry,Food & Beverage,1,60.89,0.0,60.89
TXN-9c1b3ffc,48,Team Sports Champion,Sports,3,275.88,41.38,786.26
TXN-9c1b3ffc,140,Modern Decor Set,Home & Garden,5,465.7,116.43,2212.07
TXN-9c1b3ffc,92,Luxury Fragrances,Beauty,2,168.24,67.3,269.18
TXN-9c1b3ffc,181,Mayer and Sons Tools Essentials,Beauty,2,52.88,21.15,84.61
TXN-9c1b3ffc,49,LavenderBlush Kitchen,Home & Garden,3,1135.14,340.54,3064.88
TXN-9c1b3ffc,108,Luxury Skincare,Beauty,3,172.03,0.0,516.09
TXN-bde5f444,88,ForestGreen Shoes Pants,Clothing,3,132.43,19.86,377.43
TXN-bde5f444,200,Pearson Group Tools Kit,Beauty,1,70.59,0.0,70.59
TXN-bde5f444,17,Pro Fitness Gear,Sports,4,131.47,52.59,473.29
TXN-bde5f444,150,Luxury Makeup,Beauty,4,191.03,0.0,764.12
TXN-bde5f444,199,Luxury Skincare,Beauty,2,56.5,11.3,101.7
TXN-bde5f444,119,Weeks and Sons Organic Mix,Food & Beverage,3,9.99,0.0,29.97
TXN-bde5f444,180,Forbes-Moyer Fragrances Kit,Beauty,1,50.66,0.0,50.66
TXN-bde5f444,4,Fitness Champion,Sports,4,185.9,74.36,669.24
TXN-11c30d23,71,The Writer Voice,Books,1,34.14,1.71,32.43
TXN-a9914781,128,Pro Apparel Equipment,Sports,3,266.15,0.0,798.45
TXN-a9914781,137,Johnson Group Laptops,Electronics,4,1642.57,0.0,6570.28
TXN-a9914781,50,Modern Outdoor Piece,Home & Garden,5,1091.79,545.89,4913.06
TXN-a9914781,15,Lawson LLC Snacks Mix,Food & Beverage,2,97.86,0.0,195.72
TXN-a9914781,98,Modern Outdoor Set,Home & Garden,5,192.68,0.0,963.4
TXN-a9914781,103,LightGray Shoes Pants,Clothing,1,15.81,0.79,15.02
TXN-a9914781,146,Gibbs-Howard Snacks Mix,Food & Beverage,5,86.98,21.75,413.15
TXN-955bd55a,114,Luxury Skincare,Beauty,1,27.43,0.0,27.43
TXN-955bd55a,34,Outdoor Champion,Sports,1,140.73,7.04,133.69
TXN-955bd55a,30,Premium Smartphones Pro,Electronics,3,700.44,420.26,1681.06
TXN-955bd55a,123,GreenYellow Decor,Home & Garden,3,276.78,83.03,747.31
TXN-955bd55a,40,Outdoor Champion,Sports,3,311.6,186.96,747.84
TXN-955bd55a,74,CadetBlue Decor,Home & Garden,2,1495.48,0.0,2990.96
TXN-955bd55a,183,"Garza, Black and Huerta Snacks Mix",Food & Beverage,5,66.27,33.13,298.22
TXN-955bd55a,188,Modern Kitchen Set,Home & Garden,4,882.04,352.82,3175.34
TXN-955bd55a,11,Pro Apparel Kit,Sports,1,41.13,0.0,41.13
TXN-955bd55a,67,Organic Pantry,Food & Beverage,1,95.07,0.0,95.07
TXN-fc192f6b,64,Organic Pantry,Food & Beverage,5,60.89,30.45,274.0
TXN-fc192f6b,181,Mayer and Sons Tools Essentials,Beauty,2,52.88,0.0,105.76
TXN-fc192f6b,156,Fitness Champion,Sports,5,186.84,0.0,934.2
TXN-c595b7b7,47,Modern Kitchen Piece,Home & Garden,5,1341.68,0.0,6708.4
TXN-c595b7b7,103,LightGray Shoes Pants,Clothing,5,15.81,15.81,63.24
TXN-c595b7b7,137,Johnson Group Laptops,Electronics,5,1642.57,821.29,7391.56
TXN-c595b7b7,112,Pro Outdoor Gear,Sports,4,425.16,255.1,1445.54
TXN-c595b7b7,116,Equipment Champion,Sports,5,307.47,0.0,1537.35
TXN-7ce349c7,128,Pro Apparel Equipment,Sports,4,266.15,106.46,958.14
TXN-7ce349c7,34,Outdoor Champion,Sports,3,140.73,84.44,337.75
TXN-811968ee,111,Modern Outdoor Set,Home & Garden,5,1304.78,652.39,5871.51
TXN-811968ee,27,Designer Shoes Style,Clothing,2,90.58,27.17,153.99
TXN-811968ee,62,Khaki Lighting,Home & Garden,1,566.15,56.62,509.53
TXN-811968ee,51,Outdoor Champion,Sports,4,434.76,0.0,1739.04
TXN-811968ee,136,Pro Team Sports Equipment,Sports,5,281.72,211.29,1197.31
TXN-b2a6b2ca,135,The Reveal No,Books,1,25.78,2.58,23.2
TXN-b2a6b2ca,38,Jackson-Ellis Pantry Mix,Food & Beverage,1,69.63,0.0,69.63
TXN-b2a6b2ca,154,Fitness Champion,Sports,1,407.15,20.36,386.79
TXN-b2a6b2ca,199,Luxury Skincare,Beauty,3,56.5,8.47,161.03
TXN-948802c1,128,Pro Apparel Equipment,Sports,5,266.15,66.54,1264.21
TXN-948802c1,141,Monitored maximized Local Area Network,Books,1,37.33,5.6,31.73
TXN-948802c1,72,Team Sports Champion,Sports,2,352.87,70.57,635.17
TXN-948802c1,6,Brennan-Garrison Snacks Mix,Food & Beverage,2,39.87,7.97,71.77
TXN-948802c1,54,Pro Fitness Kit,Sports,3,286.35,128.86,730.19
TXN-948802c1,19,Organic Gourmet,Food & Beverage,4,81.33,32.53,292.79
TXN-948802c1,174,Nguyen and Sons Makeup Collection,Beauty,4,16.0,0.0,64.0
TXN-948802c1,55,DarkOrchid Kids Dress,Clothing,2,45.81,4.58,87.04
TXN-948802c1,100,LavenderBlush Furniture,Home & Garden,5,1041.62,0.0,5208.1
TXN-da1979bb,116,Equipment Champion,Sports,5,307.47,76.87,1460.48
TXN-da1979bb,40,Outdoor Champion,Sports,2,311.6,0.0,623.2
TXN-da1979bb,123,GreenYellow Decor,Home & Garden,3,276.78,83.03,747.31
TXN-da1979bb,156,Fitness Champion,Sports,3,186.84,0.0,560.52
TXN-da1979bb,176,Apparel Champion,Sports,3,194.64,116.78,467.14
TXN-e9d211af,126,"Vasquez, Pope and Cook Snacks Mix",Food & Beverage,3,62.66,9.4,178.58
TXN-e9d211af,78,Polarized uniform solution,Books,3,36.94,11.08,99.74
TXN-e9d211af,62,Khaki Lighting,Home & Garden,3,566.15,0.0,1698.45
TXN-e9d211af,123,GreenYellow Decor,Home & Garden,1,276.78,27.68,249.1
TXN-e9d211af,30,Premium Smartphones Pro,Electronics,5,700.44,175.11,3327.09
TXN-e9d211af,29,The Minute Visit,Books,4,37.29,29.83,119.33
TXN-e9d211af,164,MediumSlateBlue Kids Dress,Clothing,3,161.77,97.06,388.25
TXN-e9d211af,107,Designer Men Line,Clothing,2,50.96,0.0,101.92
TXN-d51b91df,156,Fitness Champion,Sports,4,186.84,112.1,635.26
TXN-d51b91df,158,Modern Decor Piece,Home & Garden,3,1319.38,593.72,3364.42
TXN-d51b91df,192,Designer Women Line,Clothing,4,108.51,0.0,434.04
TXN-d51b91df,44,Organic Snacks,Food & Beverage,2,78.51,31.4,125.62
TXN-d51b91df,56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,5,85.48,0.0,427.4
TXN-d51b91df,194,Farley-Ford Laptops,Electronics,5,1177.71,883.28,5005.27
TXN-560bbc6a,137,Johnson Group Laptops,Electronics,2,1642.57,0.0,3285.14
TXN-560bbc6a,85,LightCoral Kitchen,Home & Garden,1,942.42,141.36,801.06
TXN-560bbc6a,51,Outdoor Champion,Sports,5,434.76,0.0,2173.8
TXN-560bbc6a,97,Reyes Ltd Organic Mix,Food & Beverage,2,13.51,0.0,27.02
TXN-560bbc6a,48,Team Sports Champion,Sports,1,275.88,13.79,262.09
TXN-560bbc6a,165,Modern Outdoor Piece,Home & Garden,3,1298.96,584.53,3312.35
TXN-560bbc6a,109,Barber-Benitez Skincare Essentials,Beauty,4,69.38,0.0,277.52
TXN-560bbc6a,89,Optional client-server data-warehouse,Books,2,15.45,0.0,30.9
TXN-560bbc6a,189,Gainsboro Accessrories Shirt,Clothing,5,210.53,0.0,1052.65
TXN-560bbc6a,167,"Smith, Hood and Charles Smartphones",Electronics,4,598.64,359.18,2035.38
TXN-8e6621b9,195,SeaShell Women Jacket,Clothing,3,233.26,0.0,699.78
TXN-8e6621b9,2,Premium Smartphones Pro,Electronics,1,232.71,46.54,186.17
TXN-8e6621b9,4,Fitness Champion,Sports,1,185.9,27.89,158.01
TXN-8e6621b9,115,Pope-Hobbs Pantry Mix,Food & Beverage,5,60.83,0.0,304.15
TXN-8e6621b9,86,Cameras Max,Electronics,5,183.42,137.56,779.54
TXN-646598b4,53,Modern Decor Set,Home & Garden,1,982.21,196.44,785.77
TXN-646598b4,80,Digitized tertiary website,Books,4,38.58,30.86,123.46
TXN-646598b4,112,Pro Outdoor Gear,Sports,4,425.16,0.0,1700.64
TXN-f0091c74,152,Luxury Haircare,Beauty,5,57.43,0.0,287.15
TXN-f0091c74,107,Designer Men Line,Clothing,3,50.96,0.0,152.88
TXN-f0091c74,147,CornflowerBlue Accessrories Shirt,Clothing,4,212.24,127.34,721.62
TXN-f0091c74,72,Team Sports Champion,Sports,5,352.87,176.44,1587.91
TXN-f0091c74,98,Modern Outdoor Set,Home & Garden,4,192.68,0.0,770.72
TXN-f0091c74,154,Fitness Champion,Sports,5,407.15,101.79,1933.96
TXN-f0091c74,136,Pro Team Sports Equipment,Sports,3,281.72,0.0,845.16
TXN-f0091c74,175,Designer Accessrories Line,Clothing,1,158.02,0.0,158.02
TXN-f0091c74,30,Premium Smartphones Pro,Electronics,2,700.44,210.13,1190.75
TXN-f0091c74,61,Eaton-Smith Beverages Mix,Food & Beverage,4,69.99,41.99,237.97
TXN-26205fe9,8,Mccarthy Inc Snacks Mix,Food & Beverage,3,25.22,7.57,68.09
TXN-26205fe9,39,Riddle Ltd Tablets,Electronics,2,1038.89,0.0,2077.78
TXN-26205fe9,117,Gold Furniture,Home & Garden,5,346.37,346.37,1385.48
TXN-26205fe9,82,PowderBlue Decor,Home & Garden,4,1471.55,1177.24,4708.96
TXN-26205fe9,139,Designer Accessrories Style,Clothing,4,142.85,57.14,514.26
TXN-26205fe9,195,SeaShell Women Jacket,Clothing,3,233.26,0.0,699.78
TXN-d87c85a4,56,"Moon, Farmer and Hill Organic Mix",Food & Beverage,4,85.48,0.0,341.92
TXN-d87c85a4,72,Team Sports Champion,Sports,2,352.87,0.0,705.74
TXN-d87c85a4,3,The Soon No,Books,3,41.42,6.21,118.05
TXN-23f09753,115,Pope-Hobbs Pantry Mix,Food & Beverage,3,60.83,18.25,164.24
TXN-23f09753,105,Equipment Champion,Sports,5,391.23,0.0,1956.15
TXN-23f09753,180,Forbes-Moyer Fragrances Kit,Beauty,3,50.66,22.8,129.18
TXN-23f09753,195,SeaShell Women Jacket,Clothing,3,233.26,104.97,594.81
TXN-23f09753,39,Riddle Ltd Tablets,Electronics,2,1038.89,0.0,2077.78
TXN-23f09753,82,PowderBlue Decor,Home & Garden,1,1471.55,73.58,1397.97
TXN-2b867e07,117,Gold Furniture,Home & Garden,1,346.37,51.96,294.41
TXN-2b867e07,134,Modern Decor Set,Home & Garden,3,1454.99,0.0,4364.97
TXN-2b867e07,115,Pope-Hobbs Pantry Mix,Food & Beverage,5,60.83,0.0,304.15
TXN-2b867e07,63,LightGoldenRodYellow Decor,Home & Garden,2,198.57,0.0,397.14
TXN-2b867e07,169,The Various Picture,Books,4,39.4,0.0,157.6
TXN-550fccd4,141,Monitored maximized Local Area Network,Books,5,37.33,9.33,177.32
TXN-550fccd4,151,The Material Worker,Books,5,32.23,32.23,128.92
TXN-550fccd4,115,Pope-Hobbs Pantry Mix,Food & Beverage,2,60.83,24.33,97.33
TXN-550fccd4,199,Luxury Skincare,Beauty,2,56.5,16.95,96.05
TXN-550fccd4,47,Modern Kitchen Piece,Home & Garden,5,1341.68,1341.68,5366.72
TXN-550fccd4,34,Outdoor Champion,Sports,1,140.73,14.07,126.66
TXN-550fccd4,165,Modern Outdoor Piece,Home & Garden,4,1298.96,519.58,4676.26
TXN-2811081e,63,LightGoldenRodYellow Decor,Home & Garden,1,198.57,39.71,158.86
TXN-2811081e,90,Modern Lighting Set,Home & Garden,5,462.75,231.38,2082.37
TXN-7cf3efe9,10,Pro Apparel Gear,Sports,5,205.71,51.43,977.12
TXN-7cf3efe9,97,Reyes Ltd Organic Mix,Food & Beverage,1,13.51,2.03,11.48
TXN-7cf3efe9,119,Weeks and Sons Organic Mix,Food & Beverage,2,9.99,3.0,16.98
TXN-7cf3efe9,24,Smartphones Plus,Electronics,5,1189.15,297.29,5648.46
TXN-7cf3efe9,193,Outdoor Champion,Sports,1,261.49,26.15,235.34
TXN-7cf3efe9,66,Pro Team Sports Equipment,Sports,4,100.34,80.27,321.09
TXN-61180330,52,Pro Team Sports Kit,Sports,5,378.48,0.0,1892.4
TXN-61180330,76,Premium Accessories Pro,Electronics,5,1736.58,434.14,8248.76
TXN-61180330,27,Designer Shoes Style,Clothing,3,90.58,40.76,230.98
TXN-61180330,187,Fitness Champion,Sports,1,100.54,5.03,95.51
TXN-61180330,158,Modern Decor Piece,Home & Garden,3,1319.38,791.63,3166.51
TXN-61180330,195,SeaShell Women Jacket,Clothing,1,233.26,34.99,198.27
TXN-61180330,57,"King, Oliver and Norman Haircare Collection",Beauty,2,12.4,2.48,22.32
TXN-61180330,119,Weeks and Sons Organic Mix,Food & Beverage,1,9.99,0.0,9.99
TXN-22ecfcf3,67,Organic Pantry,Food & Beverage,1,95.07,4.75,90.32
TXN-176299b2,25,Torres and Sons Beverages Mix,Food & Beverage,4,42.17,0.0,168.68
TXN-176299b2,14,Pro Fitness Kit,Sports,4,64.82,12.96,246.32
TXN-176299b2,2,Premium Smartphones Pro,Electronics,4,232.71,46.54,884.3
TXN-7924bc77,18,Tablets Ultra,Electronics,2,188.17,56.45,319.89
TXN-7924bc77,197,Organic Snacks,Food & Beverage,3,97.91,0.0,293.73
TXN-7924bc77,37,"Simmons, Murray and Salinas Organic Mix",Food & Beverage,2,45.33,9.07,81.59
TXN-7924bc77,33,The During Author,Books,4,48.82,19.53,175.75
TXN-7924bc77,124,The Ahead Save,Books,2,19.54,5.86,33.22
TXN-7924bc77,150,Luxury Makeup,Beauty,2,191.03,76.41,305.65
TXN-7924bc77,69,Designer Women Line,Clothing,1,90.42,18.08,72.34
TXN-7924bc77,126,"Vasquez, Pope and Cook Snacks Mix",Food & Beverage,1,62.66,0.0,62.66
TXN-7924bc77,35,Hughes-Miller Beverages Mix,Food & Beverage,4,24.62,14.77,83.71
TXN-1d20a3d4,94,Black Kitchen,Home & Garden,2,1126.27,112.63,2139.91
TXN-1d20a3d4,30,Premium Smartphones Pro,Electronics,3,700.44,0.0,2101.32
TXN-1d20a3d4,103,LightGray Shoes Pants,Clothing,3,15.81,0.0,47.43
TXN-1d20a3d4,42,Organic Beverages,Food & Beverage,1,68.26,0.0,68.26
TXN-690ff311,65,Designer Kids Line,Clothing,2,27.97,0.0,55.94
TXN-b17a80c3,28,Organic Pantry,Food & Beverage,1,3.76,0.0,3.76
TXN-b17a80c3,115,Pope-Hobbs Pantry Mix,Food & Beverage,1,60.83,3.04,57.79
TXN-b17a80c3,29,The Minute Visit,Books,4,37.29,0.0,149.16
TXN-b17a80c3,26,DarkTurquoise Kids Dress,Clothing,5,83.03,0.0,415.15
TXN-b17a80c3,78,Polarized uniform solution,Books,1,36.94,0.0,36.94
TXN-b17a80c3,42,Organic Beverages,Food & Beverage,5,68.26,0.0,341.3
TXN-b17a80c3,129,Anderson and Sons Haircare Kit,Beauty,2,22.52,9.01,36.03
TXN-b17a80c3,150,Luxury Makeup,Beauty,5,191.03,0.0,955.15
TXN-b17a80c3,96,Miller Group Pantry Mix,Food & Beverage,5,38.48,19.24,173.16
TXN-b17a80c3,49,LavenderBlush Kitchen,Home & Garden,3,1135.14,0.0,3405.42
TXN-96199504,178,MediumAquaMarine Lighting,Home & Garden,2,1401.88,140.19,2663.57
TXN-96199504,119,Weeks and Sons Organic Mix,Food & Beverage,3,9.99,0.0,29.97
TXN-96199504,45,Luxury Tools,Beauty,1,197.7,19.77,177.93
TXN-96199504,110,Accessories Plus,Electronics,5,238.3,178.72,1012.78
TXN-96199504,115,Pope-Hobbs Pantry Mix,Food & Beverage,2,60.83,18.25,103.41
TXN-96199504,105,Equipment Champion,Sports,4,391.23,156.49,1408.43
TXN-96199504,91,Persevering background artificial intelligence,Books,4,30.87,0.0,123.48
TXN-96199504,180,Forbes-Moyer Fragrances Kit,Beauty,3,50.66,22.8,129.18
TXN-96199504,83,Hunt-Harrison Gourmet Mix,Food & Beverage,4,40.45,32.36,129.44
TXN-b3db68be,89,Optional client-server data-warehouse,Books,3,15.45,2.32,44.03
TXN-b3db68be,19,Organic Gourmet,Food & Beverage,2,81.33,32.53,130.13
TXN-b3db68be,111,Modern Outdoor Set,Home & Garden,5,1304.78,326.19,6197.71
TXN-7cef8745,106,Taylor and Sons Smartphones,Electronics,4,1997.24,0.0,7988.96
TXN-7cef8745,108,Luxury Skincare,Beauty,5,172.03,43.01,817.14
